"t(s)"	"xR(m)"	"yR(m)"	"vR(m/s)"	"N° WP"	"dist WP (m)"	"xCentreCercle(m)"	"yCentreCercle(m)"	"directionWP(rad)"	"xRobot/WP(m)"	"yRobot/WP(m)"	"Rayon(m)"	"capRobot(rad)"	"capCercleIdeal(rad)"	"ecartAngulaire_rad(rad)"	"consV_MDroit(rad/s)"	"consV_MGauche(rad/s)"	"vConsCGrad/s"	"distCurvWP(m)"	"distDecel(m)"
1450	0,0332299	0,0954233	0,143	0	1,32397	0,0934229	1	0	-0,96677	-0,904577	-0,906577	0,675622	1,63724	0,961619	2,14899	206,651	104,4	0	0
1460	0,0341305	0,096547	0,144	0	1,32255	0,0945303	1	0	-0,96587	-0,903453	-0,90547	0,685026	1,63755	0,952525	2,18425	208,056	105,12	0	0
1470	0,0350479	0,0976699	0,145	0	1,32111	0,0956379	1	0	-0,964952	-0,90233	-0,904362	0,694494	1,63784	0,943351	2,22038	209,46	105,84	0	0
1480	0,0359823	0,0987917	0,146	0	1,31966	0,0967456	1	0	-0,964018	-0,901208	-0,903254	0,704024	1,63812	0,934094	01/02/2574	210,863	106,56	0	0
1490	0,0369338	0,0999122	0,147	0	01/01/3182	0,097853	1	0	-0,963066	-0,900088	-0,902147	0,713618	1,63837	0,924756	2,29536	212,265	107,28	0	0
1500	0,0379025	0,101031	0,148	0	1,31673	0,09896	1	0	-0,962097	-0,898969	-0,90104	0,723276	1,63861	0,915336	2,33429	213,666	108	0	0
1510	0,0388887	0,102148	0,149	0	1,31525	0,100066	1	0	-0,961111	-0,897852	-0,899934	0,732996	1,63883	0,905833	2,37423	215,066	108,72	0	0
1520	0,0398923	0,103263	0,15	0	1,31375	0,101171	1	0	-0,960108	-0,896737	-0,898829	0,742779	1,63903	0,896246	2,41524	216,465	109,44	0	0
1530	0,0409136	0,104375	0,151	0	1,31225	0,102275	1	0	-0,959086	-0,895625	-0,897725	0,752626	01/01/6392	0,886576	2,45735	217,863	110,16	0	0
1540	0,0419526	0,105485	0,152	0	1,31073	0,103378	1	0	-0,958047	-0,894515	-0,896622	0,762535	1,63936	0,876822	2,50061	219,259	110,88	0	0
1550	0,0430095	0,106591	0,153	0	01/01/3092	0,104479	1	0	-0,956991	-0,893409	-0,895521	0,772507	1,63949	0,866984	2,54509	220,655	111,6	0	0
1560	0,0440843	0,107694	0,154	0	1,30766	0,105577	1	0	-0,955916	-0,892306	-0,894423	0,782542	01/01/6396	0,85706	2,59082	222,049	112,32	0	0
1570	0,0451772	0,108793	0,155	0	1,30612	0,106674	1	0	-0,954823	-0,891207	-0,893326	0,792639	1,63969	0,847052	2,63788	223,442	113,04	0	0
1580	0,0462882	0,109888	0,156	0	1,30456	0,107767	1	0	-0,953712	-0,890112	-0,892233	0,802799	1,63976	0,836957	2,68632	224,834	113,76	0	0
1590	0,0474175	0,110979	0,157	0	1,30299	0,108858	1	0	-0,952582	-0,889021	-0,891142	0,813021	01/01/6398	0,826776	2,73622	226,224	114,48	0	0
1600	0,0485652	0,112065	0,158	0	1,30141	0,109946	1	0	-0,951435	-0,887935	-0,890054	0,823305	1,63981	0,816509	2,78763	227,612	115,2	0	0
1610	0,0497313	0,113145	0,159	0	1,29982	0,11103	1	0	-0,950269	-0,886855	-0,88897	0,833651	1,63981	0,806154	2,84064	228,999	115,92	0	0
1620	0,0509159	0,114221	0,16	0	1,29822	0,11211	1	0	-0,949084	-0,885779	-0,88789	0,844059	1,63977	0,795712	2,89533	230,385	116,64	0	0
1630	0,0521191	0,115291	0,161	0	1,29661	0,113186	1	0	-0,947881	-0,884709	-0,886814	0,854529	1,63971	0,785183	2,95177	231,768	117,36	0	0
1640	0,053341	0,116354	0,162	0	1,29499	0,114257	1	0	-0,946659	-0,883646	-0,885743	0,86506	1,63962	0,774565	3,01008	233,15	118,08	0	0
1650	0,0545817	0,117412	0,163	0	1,29336	0,115324	1	0	-0,945418	-0,882588	-0,884676	0,875653	1,63951	0,763858	3,07033	234,53	118,8	0	0
1660	0,0558411	0,118462	0,164	0	1,29172	0,116385	1	0	-0,944159	-0,881538	-0,883615	0,886307	1,63937	0,753062	3,13264	235,907	119,52	0	0
1670	0,0571195	0,119505	0,165	0	1,29008	0,117441	1	0	-0,942881	-0,880495	-0,882559	0,897022	01/01/6392	0,742176	3,19712	237,283	120,24	0	0
1680	0,0584167	0,120541	0,166	0	1,28842	0,118492	1	0	-0,941583	-0,879459	-0,881508	0,907798	01/01/639	0,731201	3,26389	238,656	120,96	0	0
1690	0,0597329	0,121569	0,167	0	1,28676	0,119536	1	0	-0,940267	-0,878431	-0,880464	0,918635	1,63877	0,720136	3,33308	240,027	121,68	0	0
1700	0,0610681	0,122588	0,168	0	1,28509	0,120573	1	0	-0,938932	-0,877412	-0,879427	0,929532	1,63851	0,708979	3,40483	241,395	122,4	0	0
1710	0,0624224	0,123599	0,169	0	1,28341	0,121603	1	0	-0,937578	-0,876401	-0,878397	0,940489	1,63822	0,697732	3,47928	242,761	123,12	0	0
1720	0,0637957	0,124601	0,17	0	1,28172	0,122627	1	0	-0,936204	-0,875399	-0,877373	0,951507	01/01/6379	0,686394	3,55661	244,123	123,84	0	0
1730	0,0651882	0,125594	0,171	0	1,28002	0,123642	1	0	-0,934812	-0,874406	-0,876358	0,962584	1,63755	0,674963	3,63698	245,483	124,56	0	0
1740	0,0665997	0,126577	0,172	0	1,27832	0,12465	1	0	-0,9334	-0,873423	-0,87535	0,97372	1,63716	0,663441	3,72059	246,839	125,28	0	0
1750	0,0680304	0,127549	0,173	0	1,27661	0,125649	1	0	-0,93197	-0,872451	-0,874351	0,984916	1,63674	0,651826	3,80765	248,192	126	0	0
1760	0,0694802	0,128511	0,174	0	01/01/2749	0,126639	1	0	-0,93052	-0,871489	-0,873361	0,996171	1,63629	0,640119	3,89836	249,542	126,72	0	0
1770	0,0709492	0,129463	0,175	0	1,27317	0,12762	1	0	-0,929051	-0,870537	-0,87238	1,00748	01/01/6358	0,628319	3,99299	250,887	127,44	0	0
1780	0,0724372	0,130402	0,176	0	1,27145	0,128591	1	0	-0,927563	-0,869598	-0,871409	1,01886	1,63528	0,616426	4,09179	252,228	128,16	0	0
1790	0,0739444	0,131331	0,177	0	1,26971	0,129552	1	0	-0,926056	-0,868669	-0,870448	1,03029	1,63472	0,604439	4,19505	253,565	128,88	0	0
1800	0,0754707	0,132246	0,178	0	1,26797	0,130503	1	0	-0,924529	-0,867754	-0,869497	1,04177	1,63413	0,592359	4,30308	254,897	129,6	0	0
1810	0,077016	0,13315	0,179	0	1,26623	0,131443	1	0	-0,922984	-0,86685	-0,868557	1,05332	01/01/6335	0,580185	4,41624	256,224	130,32	0	0
1820	0,0785803	0,13404	0,18	0	1,26448	0,132371	1	0	-0,92142	-0,86596	-0,867629	1,06492	1,63283	0,567917	4,53491	257,545	131,04	0	0
1830	0,0801636	0,134917	0,181	0	1,26272	0,133288	1	0	-0,919836	-0,865083	-0,866712	1,07657	1,63213	0,555555	4,65949	258,861	131,76	0	0
1840	0,0817658	0,135781	0,182	0	1,26096	0,134192	1	0	-0,918234	-0,864219	-0,865808	1,08829	1,63139	0,543099	4,79046	260,17	132,48	0	0
1850	0,0833869	0,13663	0,183	0	01/01/2592	0,135084	1	0	-0,916613	-0,86337	-0,864916	1,10005	01/01/6306	0,530549	4,92832	261,472	133,2	0	0
1860	0,0850267	0,137464	0,184	0	1,25744	0,135962	1	0	-0,914973	-0,862536	-0,864038	1,11188	1,62978	0,517905	5,07364	262,766	133,92	0	0
1870	0,0866853	0,138284	0,185	0	1,25567	0,136826	1	0	-0,913315	-0,861716	-0,863174	1,12375	1,62892	0,505167	5,22704	264,053	134,64	0	0
1880	0,0883625	0,139088	0,186	0	1,25389	0,137677	1	0	-0,911637	-0,860912	-0,862323	1,13568	1,62802	0,492335	5,38923	265,331	135,36	0	0
1890	0,0900583	0,139876	0,187	0	1,25212	0,138512	1	0	-0,909942	-0,860124	-0,861488	1,14766	1,62707	0,479409	5,56099	266,599	136,08	0	0
1900	0,0917725	0,140648	0,188	0	1,25035	0,139333	1	0	-0,908228	-0,859352	-0,860667	1,15969	1,62608	0,46639	5,74319	267,857	136,8	0	0
1910	0,093505	0,141403	0,189	0	1,24857	0,140138	1	0	-0,906495	-0,858597	-0,859862	1,17178	1,62506	0,453278	5,93682	269,103	137,52	0	0
1920	0,0952558	0,142142	0,19	0	1,24679	0,140927	1	0	-0,904744	-0,857858	-0,859073	1,18391	1,62398	0,440073	01/06/143	270,337	138,24	0	0
1930	0,0970246	0,142862	0,191	0	1,24501	0,141699	1	0	-0,902975	-0,857138	-0,858301	1,19609	1,62287	0,426776	6,36298	271,557	138,96	0	0
1940	0,0988114	0,143565	0,192	0	1,24323	0,142454	1	0	-0,901189	-0,856435	-0,857546	1,20832	1,62171	0,413388	6,59821	272,762	139,68	0	0
1950	0,100616	0,144249	0,193	0	1,24145	0,143191	1	0	-0,899384	-0,855751	-0,856809	01/01/2206	1,62051	0,399909	6,85031	273,95	140,4	0	0
1960	0,102438	0,144915	0,194	0	1,23967	0,14391	1	0	-0,897562	-0,855085	-0,85609	1,23292	1,61926	0,38634	7,12116	275,119	141,12	0	0
1970	0,104278	0,145561	0,195	0	1,23789	0,14461	1	0	-0,895722	-0,854439	-0,85539	1,24528	1,61796	0,372682	7,41294	276,267	141,84	0	0
1980	0,106135	0,146188	0,196	0	1,23612	0,145291	1	0	-0,893865	-0,853812	-0,854709	1,25769	1,61662	0,358937	7,72814	277,392	142,56	0	0
1990	0,108009	0,146795	0,197	0	1,23434	0,145952	1	0	-0,891991	-0,853205	-0,854048	1,27013	1,61524	0,345106	01/08/697	278,49	143,28	0	0
2000	0,1099	0,147381	0,198	0	1,23257	0,146592	1	0	-0,8901	-0,852619	-0,853408	1,28261	01/01/6138	0,331191	8,44102	279,559	144	0	0
2010	0,111808	0,147947	0,199	0	01/01/2308	0,147212	1	0	-0,888192	-0,852053	-0,852788	1,29513	1,61232	0,317194	8,84613	280,594	144,72	0	0
2020	0,113733	0,148491	0,2	0	1,22904	0,14781	1	0	-0,886267	-0,851509	-0,85219	1,30768	1,61079	0,303117	9,28982	281,59	145,44	0	0
2030	0,115674	0,149014	0,201	0	1,22728	0,148386	1	0	-0,884326	-0,850986	-0,851614	1,32025	1,60922	0,288963	01/09/7778	282,542	146,16	0	0
2040	0,117631	0,149515	0,202	0	1,22552	0,148939	1	0	-0,882369	-0,850485	-0,851061	1,33286	1,60759	0,274735	01/10/317	283,443	146,88	0	0
2050	0,119603	0,149993	0,203	0	1,22377	0,149469	1	0	-0,880397	-0,850007	-0,850531	1,34548	1,60592	0,260438	01/10/9156	284,284	147,6	0	0
2060	0,121592	0,150449	0,204	0	1,22202	0,149975	1	0	-0,878408	-0,849551	-0,850025	1,35812	1,60419	0,246075	01/11/5841	285,056	148,32	0	0
2070	0,123596	0,150882	0,205	0	1,22028	0,150457	1	0	-0,876404	-0,849118	-0,849543	1,37077	1,60242	0,231652	01/12/3351	285,745	149,04	0	0
2080	0,125615	0,151291	0,206	0	1,21855	0,150914	1	0	-0,874385	-0,848709	-0,849086	1,38342	01/01/6006	0,217175	13,1846	286,335	149,76	0	0
2090	0,127648	0,151677	0,207	0	1,21682	0,151346	1	0	-0,872352	-0,848323	-0,848654	1,39607	1,59872	0,202652	14,1527	286,807	150,48	0	0
2100	0,129697	0,152038	0,208	0	01/01/2151	0,151752	1	0	-0,870303	-0,847962	-0,848248	1,40871	01/01/5968	0,188093	15,2656	287,134	151,2	0	0
2110	0,131759	0,152376	0,209	0	1,21339	0,152131	1	0	-0,868241	-0,847624	-0,847869	1,42132	1,59483	0,173507	16,5574	287,283	151,92	0	0
2120	0,133836	0,152688	0,21	0	1,21168	0,152483	1	0	-0,866164	-0,847312	-0,847517	1,43389	01/01/5928	0,158911	18,0735	287,207	152,64	0	0
2130	0,135926	0,152976	0,211	0	1,20999	0,152808	1	0	-0,864074	-0,847024	-0,847192	1,44641	1,59072	0,144319	19,8757	286,844	153,36	0	0
2140	0,13803	0,153239	0,212	0	01/01/2083	0,153105	1	0	-0,86197	-0,846761	-0,846895	1,45884	01/01/5886	0,129755	22/05/2006	286,11	154,08	0	0
2150	0,140146	0,153477	0,213	0	1,20663	0,153374	1	0	-0,859854	-0,846523	-0,846626	1,47117	1,58642	0,115247	24,7191	284,881	154,8	0	0
2160	0,142276	0,15369	0,214	0	1,20496	0,153614	1	0	-0,857724	-0,84631	-0,846386	1,48336	1,58419	0,100832	28,0641	282,976	155,52	0	0
2170	0,144418	0,153878	0,215	0	1,20331	0,153826	1	0	-0,855582	-0,846122	-0,846174	1,49536	1,58191	0,0865598	32,3613	280,119	156,24	0	0
2180	0,146571	0,154041	0,216	0	1,20166	0,154008	1	0	-0,853429	-0,845959	-0,845992	1,50709	1,57959	0,0724998	38,051	275,869	156,96	0	0
2190	0,148737	0,154179	0,217	0	1,20003	0,154161	1	0	-0,851263	-0,845821	-0,845839	1,51846	1,57721	0,0587516	45,8695	269,491	157,68	0	0
2200	0,150914	0,154293	0,218	0	01/01/1984	0,154286	1	0	-0,849086	-0,845707	-0,845714	1,52932	1,57478	0,0454642	57,118	259,682	158,4	0	0
2210	0,153102	0,154384	0,219	0	1,19679	0,154383	1	0	-0,846898	-0,845616	-0,845617	1,53944	1,57231	0,0328715	74,2311	244,009	159,12	0	0
2220	0,155301	0,154453	0,22	0	1,19518	0,154452	1	0	-0,844699	-0,845547	-0,845548	1,54843	1,56979	0,0213635	101,927	217,753	159,84	0	0
2230	0,157511	0,154502	0,221	0	1,19359	0,154497	1	0	-0,842489	-0,845498	-0,845503	01/01/5556	1,56723	0,0116268	148,482	172,638	160,56	0	0
2240	0,15973	0,154536	0,222	0	01/01/192	0,15452	1	0	-0,84027	-0,845464	-0,84548	1,55975	1,56463	0,00488131	216,755	105,805	161,28	0	0
2250	0,16196	0,15456	0,223	0	1,19041	0,154528	1	0	-0,83804	-0,84544	-0,845472	1,55926	1,56201	0,00274791	254,159	69,8408	162	0	0
2260	0,1642	0,154586	0,224	0	1,18882	0,154531	1	0	-0,8358	-0,845414	-0,845469	1,55474	1,55936	0,00461625	222,656	102,784	162,72	0	0
2270	0,16645	0,154622	0,225	0	1,18721	0,154539	1	0	-0,83355	-0,845378	-0,845461	1,54971	1,55671	0,00699565	192,332	134,548	163,44	0	0
2280	0,168709	0,15467	0,226	0	1,18559	0,154552	1	0	-0,831291	-0,84533	-0,845448	1,54586	1,55405	0,00819141	180,481	147,839	164,16	0	0
2290	0,170979	0,154727	0,227	0	1,18396	0,154567	1	0	-0,829021	-0,845273	-0,845433	1,54318	1,55138	0,00820756	181,112	148,648	164,88	0	0
2300	0,173258	0,15479	0,228	0	1,18232	0,154583	1	0	-0,826742	-0,84521	-0,845417	1,54108	1,54871	0,00762229	187,944	143,256	165,6	0	0
2310	0,175547	0,154858	0,229	0	1,18067	0,154598	1	0	-0,824453	-0,845142	-0,845402	01/01/539	1,54601	0,00701175	195,535	137,105	166,32	0	0
2320	0,177845	0,154931	0,23	0	1,17902	0,154611	1	0	-0,822155	-0,845069	-0,845389	1,53661	1,54331	0,00669991	200,049	134,031	167,04	0	0
2330	0,180154	0,15501	0,231	0	1,17735	0,154624	1	0	-0,819846	-0,84499	-0,845376	1,53389	1,54059	0,00670714	200,824	134,696	167,76	0	0
2340	0,182473	0,155095	0,232	0	1,17568	0,154637	1	0	-0,817527	-0,844905	-0,845363	1,53099	1,53786	0,00687103	199,727	137,233	168,48	0	0
2350	0,184801	0,155188	0,233	0	1,17399	0,15465	1	0	-0,815199	-0,844812	-0,84535	01/01/5281	1,53512	0,00702368	198,782	139,618	169,2	0	0
2360	0,187139	0,155288	0,234	0	01/01/1723	0,154664	1	0	-0,812861	-0,844712	-0,845336	1,52528	1,53237	0,00708795	198,877	140,963	169,92	0	0
2370	0,189486	0,155395	0,235	0	1,17059	0,154678	1	0	-0,810514	-0,844605	-0,845322	1,52253	1,52961	0,00707317	199,893	141,387	170,64	0	0
2380	0,191843	0,155509	0,236	0	1,16888	0,154692	1	0	-0,808157	-0,844491	-0,845308	1,51981	1,52683	0,00702653	201,286	141,434	171,36	0	0
2390	0,19421	0,15563	0,237	0	1,16716	0,154706	1	0	-0,80579	-0,84437	-0,845294	1,51706	1,52404	0,00698912	202,577	141,583	172,08	0	0
2400	0,196587	0,155757	0,238	0	1,16543	0,15472	1	0	-0,803413	-0,844243	-0,84528	1,51427	1,52125	0,00697683	203,572	142,028	172,8	0	0
2410	0,198973	0,155892	0,239	0	1,16368	0,154734	1	0	-0,801027	-0,844108	-0,845266	1,51145	1,51843	0,00698395	204,334	142,706	173,52	0	0
2420	0,201369	0,156035	0,24	0	1,16193	0,154748	1	0	-0,798631	-0,843965	-0,845252	1,50862	1,51561	0,00699689	205,026	143,454	174,24	0	0
2430	0,203774	0,156185	0,241	0	1,16017	0,154762	1	0	-0,796226	-0,843815	-0,845238	1,50577	1,51278	0,00700557	205,768	144,152	174,96	0	0
2440	0,206189	0,156342	0,242	0	01/01/1584	0,154777	1	0	-0,793811	-0,843658	-0,845223	1,50292	1,50993	0,00700726	206,594	144,766	175,68	0	0
2450	0,208613	0,156507	0,243	0	1,15662	0,154791	1	0	-0,791387	-0,843493	-0,845209	1,50007	1,50707	0,00700448	207,475	145,325	176,4	0	0
2460	0,211047	0,156679	0,244	0	1,15483	0,154806	1	0	-0,788953	-0,843321	-0,845194	01/01/4972	01/01/5042	0,007001	208,364	145,876	177,12	0	0
2470	0,213491	0,156859	0,245	0	1,15303	0,15482	1	0	-0,786509	-0,843141	-0,84518	1,49432	1,50132	0,00699911	209,234	146,446	177,84	0	0
2480	0,215944	0,157047	0,246	0	1,15122	0,154835	1	0	-0,784056	-0,842953	-0,845165	1,49143	1,49843	0,00699909	210,082	147,038	178,56	0	0
2490	0,218406	0,157243	0,247	0	01/01/1494	0,15485	1	0	-0,781594	-0,842757	-0,84515	1,48852	1,49552	0,00700001	210,917	147,643	179,28	0	0
2500	0,220877	0,157447	0,248	0	1,14757	0,154865	1	0	-0,779123	-0,842553	-0,845135	1,48561	1,49261	0,00700087	211,754	148,246	180	0	0
2510	0,223358	0,157659	0,249	0	1,14574	0,15488	1	0	-0,776642	-0,842341	-0,84512	1,48268	1,48968	0,0070012	212,597	148,843	180,72	0	0
2520	0,225849	0,157879	0,25	0	1,14389	0,154895	1	0	-0,774151	-0,842121	-0,845105	1,47974	1,48674	0,00700106	213,446	149,434	181,44	0	0
2530	0,228348	0,158107	0,251	0	1,14203	0,15491	1	0	-0,771652	-0,841893	-0,84509	1,47679	1,48379	0,00700076	214,296	150,024	182,16	0	0
2540	0,230857	0,158343	0,252	0	1,14016	0,154925	1	0	-0,769143	-0,841657	-0,845075	1,47382	1,48082	0,00700054	215,146	150,614	182,88	0	0
2550	0,233375	0,158588	0,253	0	1,13828	0,15494	1	0	-0,766625	-0,841412	-0,84506	1,47085	1,47785	0,00700048	215,994	151,206	183,6	0	0
2560	0,235903	0,158842	0,254	0	1,13639	0,154956	1	0	-0,764097	-0,841158	-0,845044	1,46786	1,47486	0,00700052	216,84	151,8	184,32	0	0
2570	0,238439	0,159104	0,255	0	01/01/1345	0,154971	1	0	-0,761561	-0,840896	-0,845029	1,46486	1,47186	0,00700059	217,687	152,393	185,04	0	0
2580	0,240985	0,159375	0,256	0	1,13259	0,154987	1	0	-0,759015	-0,840625	-0,845013	1,46185	1,46885	0,00700061	218,533	152,987	185,76	0	0
2590	0,243539	0,159654	0,257	0	1,13067	0,155003	1	0	-0,756461	-0,840346	-0,844997	1,45883	1,46583	0,00700059	219,381	153,579	186,48	0	0
2600	0,246103	0,159942	0,258	0	1,12874	0,155019	1	0	-0,753897	-0,840058	-0,844981	1,45579	1,46279	0,00700055	220,228	154,172	187,2	0	0
2610	0,248676	0,160239	0,259	0	01/01/1268	0,155035	1	0	-0,751324	-0,839761	-0,844965	1,45274	1,45975	0,00700051	221,076	154,764	187,92	0	0
2620	0,251258	0,160546	0,26	0	1,12485	0,155051	1	0	-0,748742	-0,839454	-0,844949	1,44969	1,45669	0,00700049	221,923	155,357	188,64	0	0
2630	0,253849	0,160861	0,261	0	01/01/1229	0,155067	1	0	-0,746151	-0,839139	-0,844933	1,44662	1,45362	0,00700048	222,77	155,95	189,36	0	0
2640	0,256449	0,161186	0,262	0	1,12093	0,155083	1	0	-0,743551	-0,838814	-0,844917	1,44353	1,45054	0,00700047	223,617	156,543	190,08	0	0
2650	0,259058	0,161519	0,263	0	1,11895	0,155099	1	0	-0,740942	-0,838481	-0,844901	1,44044	1,44744	0,00700045	224,465	157,135	190,8	0	0
2660	0,261675	0,161862	0,264	0	1,11696	0,155116	1	0	-0,738325	-0,838138	-0,844884	1,43734	1,44434	0,00700044	225,312	157,728	191,52	0	0
2670	0,264302	0,162215	0,265	0	1,11496	0,155132	1	0	-0,735698	-0,837785	-0,844868	1,43422	1,44122	0,00700042	226,159	158,321	192,24	0	0
2680	0,266937	0,162577	0,266	0	1,11295	0,155149	1	0	-0,733063	-0,837423	-0,844851	1,43109	1,43809	0,0070004	227,006	158,914	192,96	0	0
2690	0,269581	0,162949	0,267	0	1,11093	0,155166	1	0	-0,730419	-0,837051	-0,844834	1,42795	1,43495	0,00700038	227,854	159,506	193,68	0	0
2700	0,272233	0,163331	0,268	0	01/01/1089	0,155182	1	0	-0,727767	-0,836669	-0,844818	01/01/4248	01/01/4318	0,00700036	228,701	160,099	194,4	0	0
2710	0,274895	0,163722	0,269	0	1,10686	0,155199	1	0	-0,725105	-0,836278	-0,844801	1,42163	1,42863	0,00700035	229,548	160,692	195,12	0	0
2720	0,277565	0,164123	0,27	0	1,10481	0,155216	1	0	-0,722435	-0,835877	-0,844784	1,41846	1,42546	0,00700033	230,396	161,284	195,84	0	0
2730	0,280244	0,164534	0,271	0	1,10275	0,155234	1	0	-0,719756	-0,835466	-0,844766	1,41527	1,42227	0,00700031	231,243	161,877	196,56	0	0
2740	0,282931	0,164956	0,272	0	1,10068	0,155251	1	0	-0,717069	-0,835044	-0,844749	1,41207	1,41907	0,00700029	232,09	162,47	197,28	0	0
2750	0,285626	0,165387	0,273	0	1,09859	0,155268	1	0	-0,714374	-0,834613	-0,844732	1,40886	1,41586	0,00700027	232,937	163,063	198	0	0
2760	0,288331	0,165829	0,274	0	01/01/965	0,155286	1	0	-0,711669	-0,834171	-0,844714	1,40563	1,41264	0,00700026	233,785	163,655	198,72	0	0
2770	0,291043	0,166281	0,275	0	01/01/944	0,155303	1	0	-0,708957	-0,833719	-0,844697	01/01/4024	01/01/4094	0,00700024	234,632	164,248	199,44	0	0
2780	0,293764	0,166744	0,276	0	1,09228	0,155321	1	0	-0,706236	-0,833256	-0,844679	1,39915	1,40615	0,00700022	235,479	164,841	200,16	0	0
2790	0,296493	0,167217	0,277	0	1,09016	0,155339	1	0	-0,703507	-0,832783	-0,844661	1,39589	1,40289	0,0070002	236,327	165,433	200,88	0	0
2800	0,299231	0,167701	0,278	0	1,08803	0,155357	1	0	-0,700769	-0,832299	-0,844643	1,39262	1,39962	0,00700018	237,174	166,026	201,6	0	0
2810	0,301977	0,168195	0,279	0	1,08588	0,155375	1	0	-0,698023	-0,831805	-0,844625	1,38934	1,39634	0,00700017	238,021	166,619	202,32	0	0
2820	0,304731	0,1687	0,28	0	1,08372	0,155393	1	0	-0,695269	-0,8313	-0,844607	1,38605	1,39305	0,00700015	238,869	167,211	203,04	0	0
2830	0,307493	0,169217	0,281	0	1,08156	0,155411	1	0	-0,692507	-0,830783	-0,844589	1,38274	1,38974	0,00700013	239,716	167,804	203,76	0	0
2840	0,310263	0,169744	0,282	0	1,07938	0,15543	1	0	-0,689737	-0,830256	-0,84457	1,37943	1,38643	0,00700011	240,563	168,397	204,48	0	0
2850	0,313042	0,170282	0,283	0	1,07719	0,155448	1	0	-0,686958	-0,829718	-0,844552	01/01/3761	01/01/3831	0,00700009	241,41	168,99	205,2	0	0
2860	0,315828	0,170832	0,284	0	1,07499	0,155467	1	0	-0,684172	-0,829168	-0,844533	1,37276	1,37976	0,00700007	242,258	169,582	205,92	0	0
2870	0,318622	0,171392	0,285	0	1,07278	0,155486	1	0	-0,681378	-0,828608	-0,844514	01/01/3694	01/01/3764	0,00700005	243,105	170,175	206,64	0	0
2880	0,321424	0,171964	0,286	0	1,07056	0,155505	1	0	-0,678576	-0,828036	-0,844495	1,36604	1,37304	0,00700004	243,952	170,768	207,36	0	0
2890	0,324234	0,172548	0,287	0	1,06833	0,155524	1	0	-0,675766	-0,827452	-0,844476	1,36266	1,36966	0,00700002	244,8	171,36	208,08	0	0
2900	0,327052	0,173143	0,288	0	1,06609	0,155543	1	0	-0,672948	-0,826857	-0,844457	1,35927	1,36627	0,007	245,647	171,953	208,8	0	0
2910	0,329878	0,17375	0,289	0	1,06384	0,155562	1	0	-0,670122	-0,82625	-0,844438	1,35587	1,36287	0,00699998	246,494	172,546	209,52	0	0
2920	0,332711	0,174368	0,29	0	1,06158	0,155581	1	0	-0,667289	-0,825632	-0,844419	1,35246	1,35946	0,00699996	247,342	173,138	210,24	0	0
2930	0,335552	0,174999	0,291	0	01/01/593	0,155601	1	0	-0,664448	-0,825001	-0,844399	1,34904	1,35604	0,00699994	248,189	173,731	210,96	0	0
2940	0,338401	0,175641	0,292	0	1,05702	0,155621	1	0	-0,661599	-0,824359	-0,844379	01/01/3456	01/01/3526	0,00699992	249,036	174,324	211,68	0	0
2950	0,341257	0,176295	0,293	0	1,05472	0,15564	1	0	-0,658743	-0,823705	-0,84436	1,34216	1,34916	0,0069999	249,884	174,916	212,4	0	0
2960	0,34412	0,176961	0,294	0	1,05241	0,15566	1	0	-0,65588	-0,823039	-0,84434	01/01/3387	01/01/3457	0,00699988	250,731	175,509	213,12	0	0
2970	0,346991	0,17764	0,295	0	1,05009	0,15568	1	0	-0,653009	-0,82236	-0,84432	1,33523	1,34223	0,00699986	251,578	176,102	213,84	0	0
2980	0,349869	0,178331	0,296	0	1,04776	0,1557	1	0	-0,650131	-0,821669	-0,8443	1,33174	1,33874	0,00699984	252,426	176,694	214,56	0	0
2990	0,352755	0,179034	0,297	0	1,04542	0,155721	1	0	-0,647245	-0,820966	-0,844279	1,32825	1,33525	0,00699983	253,273	177,287	215,28	0	0
3000	0,355648	0,17975	0,298	0	1,04307	0,155741	1	0	-0,644352	-0,82025	-0,844259	1,32474	1,33174	0,00699981	253,273	177,287	215,28	0	0
3010	0,358543	0,180477	0,2985	0	1,04071	0,155762	1	0	-0,641457	-0,819523	-0,844238	1,32123	1,32823	0,0069998	253,274	177,286	215,28	0	0
3020	0,361438	0,181215	0,29875	0	1,03835	0,155782	1	0	-0,638562	-0,818785	-0,844218	1,31772	1,32472	0,0069998	253,274	177,286	215,28	0	0
3030	0,364331	0,181963	0,298875	0	1,03598	0,155803	1	0	-0,635669	-0,818037	-0,844197	01/01/3142	01/01/3212	0,00699981	253,273	177,287	215,28	0	0
3040	0,367223	0,182722	0,298938	0	1,03361	0,155824	1	0	-0,632777	-0,817278	-0,844176	1,31068	1,31768	0,00699981	253,273	177,287	215,28	0	0
3050	0,370112	0,183491	0,298969	0	1,03124	0,155845	1	0	-0,629888	-0,816509	-0,844155	1,30716	1,31416	0,00699981	253,273	177,287	215,28	0	0
3060	0,372998	0,18427	0,298984	0	1,02886	0,155866	1	0	-0,627002	-0,81573	-0,844134	1,30365	1,31065	0,00699981	253,273	177,287	215,28	0	0
3070	0,375882	0,185059	0,298992	0	1,02648	0,155887	1	0	-0,624118	-0,814941	-0,844113	1,30013	1,30713	0,00699981	253,273	177,287	215,28	0	0
